evidence_id,assertion_id,subject_id,predicate,object_entity_id,object_literal,assertion_status,assertion_method,confidence,passage_id,passage_text,source_id,source_title,edition_id,locator_id,locator_label,stable_url,relation,basis,directness,dataset_version,data_license,citation
chs:evidence:institution-menxia,chs:assertion:institution-menxia-yuanfeng,chs:institution-version:menxia-sheng-yuanfeng,has_function,,门下省参与议政并审中外出纳，官制行后由左仆射兼门下侍郎行侍中职。,reviewed,source_transcription,high,chs:passage:song-shi-161-menxia-offices,侍中，掌佐天子议大政，审中外出纳之事。国朝以秩高罕除。官制行，以左仆射兼门下侍郎行侍中职，别置侍郎以佐之。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-menxia-offices,《宋史》卷161“门下省”及所属官段,https://zh.wikisource.org/zh-hans/宋史/卷161#门下省,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:institution-zhongshu,chs:assertion:institution-zhongshu-yuanfeng,chs:institution-version:zhongshu-sheng-yuanfeng,has_function,,中书省参与议政并承宣命令，官制行后由右仆射兼中书侍郎行中书令职。,reviewed,source_transcription,high,chs:passage:song-shi-161-zhongshu-ling,令，掌佐天子议大政，授所行命令而宣之。国朝未尝真拜，以他官兼领者不预政事。官制行，以右仆射兼中书侍郎行令之职。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-zhongshu-offices,《宋史》卷161中书令、中书侍郎职掌段,https://zh.wikisource.org/zh-hans/宋史/卷161#中书省,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:institution-shangshu,chs:assertion:institution-shangshu-yuanfeng,chs:institution-version:shangshu-sheng-yuanfeng,has_function,,尚书省会决六曹庶务，左右仆射、左右丞和左右司承担当前已证的长贰与省务。,reviewed,source_transcription,high,chs:passage:song-shi-161-shangshu-ling,令，掌佐天子议大政，奉所出命令而行之。其属有六曹，凡庶务皆会而决之。自建隆以来不除，惟亲王以使相兼领，不与政事。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-shangshu-offices,《宋史》卷161尚书省长贰与都司职掌段,https://zh.wikisource.org/zh-hans/宋史/卷161#尚书省,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:institution-shumi-pre,chs:assertion:institution-shumi-pre-yuanfeng,chs:institution-version:shumi-yuan-pre-yuanfeng-five,has_function,,枢密使、知院事主兵政，同知、副使、签书为贰，并与三省处理军旅奏事。,reviewed,source_transcription,high,chs:passage:song-shi-162-shumi-offices,枢密使、知院事，佐天子执兵政，而同知、副使、签书为之贰。凡边防军旅之常务，与三省分班禀奏；事干国体，则宰相、执政官合奏。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-shumi-offices,《宋史》卷162枢密院及长贰职掌段,https://zh.wikisource.org/zh-hans/宋史/卷162#枢密使_知院事_同知院事_枢密副使_签书院事_同签书院事,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:institution-shumi-yuanfeng-function,chs:assertion:institution-shumi-yuanfeng-five,chs:institution-version:shumi-yuan-yuanfeng-five,has_reformed_structure,,元丰五年定置知院、同知院而罢使、副；枢密院仍掌兵政并与三省分班或合奏。,reviewed,source_transcription,high,chs:passage:song-shi-162-shumi-offices,枢密使、知院事，佐天子执兵政，而同知、副使、签书为之贰。凡边防军旅之常务，与三省分班禀奏；事干国体，则宰相、执政官合奏。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-shumi-offices,《宋史》卷162枢密院及长贰职掌段,https://zh.wikisource.org/zh-hans/宋史/卷162#枢密使_知院事_同知院事_枢密副使_签书院事_同签书院事,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:institution-shumi-yuanfeng-structure,chs:assertion:institution-shumi-yuanfeng-five,chs:institution-version:shumi-yuan-yuanfeng-five,has_reformed_structure,,元丰五年定置知院、同知院而罢使、副；枢密院仍掌兵政并与三省分班或合奏。,reviewed,source_transcription,high,chs:passage:song-shi-162-shumi-yuanfeng,元丰五年，乃定置知院、同知院二人，使、副悉罢。元祐初，复置签书院事。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-shumi-offices,《宋史》卷162枢密院及长贰职掌段,https://zh.wikisource.org/zh-hans/宋史/卷162#枢密使_知院事_同知院事_枢密副使_签书院事_同签书院事,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:institution-sansi-function,chs:assertion:institution-sansi-pre-yuanfeng,chs:institution-version:sansi-pre-yuanfeng,has_function,,三司总国计并通管盐铁、度支、户部；元丰官制行后罢三司使并归户部。,reviewed,source_transcription,high,chs:passage:song-shi-162-sansi-shi,三司之职，国初沿五代之制，置使以总国计，应四方贡赋之入，朝廷之预，一归三司。通管盐铁、度支、户部，号曰计省。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-sansi-shi,《宋史》卷162“三司使”总论及职掌段,https://zh.wikisource.org/zh-hans/宋史/卷162#三司使,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:institution-sansi-reform,chs:assertion:institution-sansi-pre-yuanfeng,chs:institution-version:sansi-pre-yuanfeng,has_function,,三司总国计并通管盐铁、度支、户部；元丰官制行后罢三司使并归户部。,reviewed,source_transcription,high,chs:passage:song-shi-162-sansi-yuanfeng,以上并属三司使。元丰官制行，罢三司使并归户部。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-sansi-shi,《宋史》卷162“三司使”总论及职掌段,https://zh.wikisource.org/zh-hans/宋史/卷162#三司使,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:institution-hanlin,chs:assertion:institution-hanlin-northern-song,chs:institution-version:hanlin-xueshi-yuan-northern-song,has_function,,翰林学士院当前已证职掌为制、诰、诏、令撰述。,reviewed,source_transcription,high,chs:passage:song-shi-162-hanlin,翰林学士承旨、翰林学士、知制诰、直学士院、翰林权直、学士院权直，掌制、诰、诏、令撰述之事。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-hanlin,《宋史》卷162“翰林学士院”职掌段,https://zh.wikisource.org/zh-hans/宋史/卷162#翰林学士院,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:institution-longtu,chs:assertion:institution-longtu-current-scope,chs:institution-version:longtu-ge-northern-song,contains_title_usage,,龙图阁条下当前可定位直学士与待制两类馆职名号；不由此推导完整机构功能。,reviewed,source_transcription,medium,chs:passage:song-shi-162-longtu-subtitles,直学士，景德四年置。待制，景德元年置；自改官制，为学士初复之职，或知制诰平出除之。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-longtu-subtitles,《宋史》卷162龙图阁直学士、待制段,https://zh.wikisource.org/zh-hans/宋史/卷162#龙图阁,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:institution-yushitai,chs:assertion:institution-yushitai-northern-song,chs:institution-version:yushitai-northern-song,has_function,,御史台纠察官邪、肃正纲纪，下分台院、殿院和察院。,reviewed,source_transcription,high,chs:passage:song-shi-164-yushitai,御史台掌纠察官邪，肃正纲纪。大事则廷辨，小事则奏弹。其属有三院：一曰台院，侍御史隶焉；二曰殿院，殿中侍御史隶焉；三曰察院，监察御史隶焉。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-164-yushitai,《宋史》卷164“御史台”及中丞职掌段,https://zh.wikisource.org/zh-hans/宋史/卷164#御史臺,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:wang-anshi-identity,chs:assertion:wang-anshi-identity,chs:person:wang-anshi,has_identity,,王安石，字介甫，抚州临川人。,reviewed,source_transcription,high,chs:passage:song-shi-327-wang-anshi-identity,王安石，字介甫，抚州临川人。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-327-wang-anshi,《宋史》卷327王安石传首段、熙宁二年段,https://zh.wikisource.org/zh-hans/宋史/卷327#王安石,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:wang-anshi-canzhi,chs:assertion:appointment-wang-anshi-canzhi,chs:appointment:wang-anshi-canzhi-zhengshi,records_appointment,,熙宁二年二月，王安石拜参知政事。,reviewed,source_transcription,high,chs:passage:song-shi-327-wang-anshi-canzhi,二年二月，拜参知政事。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-327-wang-anshi,《宋史》卷327王安石传首段、熙宁二年段,https://zh.wikisource.org/zh-hans/宋史/卷327#王安石,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:sima-guang-identity,chs:assertion:sima-guang-identity,chs:person:sima-guang,has_identity,,司马光，字君实，陕州夏县人。,reviewed,source_transcription,high,chs:passage:song-shi-336-sima-guang-identity,司马光，字君实，陕州夏县人也。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-336-sima-guang,《宋史》卷336司马光传首段、元祐元年段,https://zh.wikisource.org/zh-hans/宋史/卷336#司马光,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:sima-guang-chancellor,chs:assertion:appointment-sima-guang-chancellor,chs:appointment:sima-guang-chancellor,records_appointment,,元祐元年，司马光拜尚书左仆射兼门下侍郎。,reviewed,source_transcription,high,chs:passage:song-shi-336-sima-guang-chancellor,拜尚书左仆射兼门下侍郎，免朝觐，许乘肩舆，三日一入省。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-336-sima-guang,《宋史》卷336司马光传首段、元祐元年段,https://zh.wikisource.org/zh-hans/宋史/卷336#司马光,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:zhang-dun-identity,chs:assertion:zhang-dun-identity,chs:person:zhang-dun,has_identity,,章惇，字子厚，建州浦城人。,reviewed,source_transcription,high,chs:passage:song-shi-471-zhang-dun-identity,章惇，字子厚，建州浦城人。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-471-zhang-dun,《宋史》卷471章惇传首段、元丰五年段,https://zh.wikisource.org/zh-hans/宋史/卷471#章惇,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:zhang-dun-menxia,chs:assertion:appointment-zhang-dun-menxia,chs:appointment:zhang-dun-menxia-shilang,records_appointment,,元丰五年，章惇召拜门下侍郎。,reviewed,source_transcription,high,chs:passage:song-shi-471-zhang-dun-menxia,五年，召拜门下侍郎。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-471-zhang-dun,《宋史》卷471章惇传首段、元丰五年段,https://zh.wikisource.org/zh-hans/宋史/卷471#章惇,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:rank-scheme-pre-yuanfeng-lines,chs:assertion:rank-scheme-pre-yuanfeng-yuanwailang-lines,chs:rank-scheme:pre-yuanfeng-yuanwailang-lines,has_local_order,,换官表的当前局部依次列前行、中行、后行员外郎，并分别对应朝请郎、朝散郎、朝奉郎。,reviewed,manual_curation,high,chs:passage:song-shi-169-yuanfeng-yuanwailang-crosswalk,新官　旧官：朝请郎，前行员外郎、侍御史；朝散郎，中行员外郎、起居舍人；朝奉郎，后行员外郎、左、右司谏；承议郎，左、右正言、太常、国子博士。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-169-yuanfeng-crosswalk,《宋史》卷169元丰寄禄格与换官表,https://zh.wikisource.org/zh-hans/宋史/卷169#文官,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:rank-scheme-yuanfeng-jilu-overview,chs:assertion:rank-scheme-yuanfeng-jilu-24,chs:rank-scheme:yuanfeng-jilu-24,defines_rank_scheme,,《元丰寄禄格》以阶易官并被《宋史》概括为二十四阶；当前数据仅录四个相邻条目。,reviewed,manual_curation,high,chs:passage:song-shi-169-yuanfeng-jilu-overview,《元丰寄禄格》以阶易官，杂取唐及国朝旧制，自开府仪同三司至将仕郎，定为二十四阶，崇宁初，因刑部尚书邓洵武请，又换选人七阶。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-169-yuanfeng-crosswalk,《宋史》卷169元丰寄禄格与换官表,https://zh.wikisource.org/zh-hans/宋史/卷169#文官,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:rank-scheme-yuanfeng-jilu-local-order,chs:assertion:rank-scheme-yuanfeng-jilu-24,chs:rank-scheme:yuanfeng-jilu-24,defines_rank_scheme,,《元丰寄禄格》以阶易官并被《宋史》概括为二十四阶；当前数据仅录四个相邻条目。,reviewed,manual_curation,high,chs:passage:song-shi-169-yuanfeng-yuanwailang-crosswalk,新官　旧官：朝请郎，前行员外郎、侍御史；朝散郎，中行员外郎、起居舍人；朝奉郎，后行员外郎、左、右司谏；承议郎，左、右正言、太常、国子博士。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-169-yuanfeng-crosswalk,《宋史》卷169元丰寄禄格与换官表,https://zh.wikisource.org/zh-hans/宋史/卷169#文官,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:rank-scheme-wensan-29,chs:assertion:rank-scheme-civil-scattered-29,chs:rank-scheme:civil-scattered-29-songzhi,defines_grade_table,,《宋史》卷169列文散官二十九，并为当前切片中的阶名标注正、从及上下品级。,reviewed,source_transcription,high,chs:passage:song-shi-169-civil-scattered-rank-slice,文散官二十九：……中散大夫〈正五上〉、朝奉大夫〈正五〉、朝散大夫〈从五上〉、朝请大夫〈从五〉、朝奉郎〈正六上〉、承直郎〈正六〉。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-169-civil-scattered-ranks,《宋史》卷169“文散官”品级表,https://zh.wikisource.org/zh-hans/宋史/卷169#文散官,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:rank-pre-qianxing,chs:assertion:rank-pre-yuanfeng-qianxing-yuanwailang,chs:rank:pre-yuanfeng-qianxing-yuanwailang,appears_in_conversion_order,,前行员外郎是当前三行切片的第一项，并列为朝请郎所换旧官。,reviewed,source_transcription,high,chs:passage:song-shi-169-yuanfeng-yuanwailang-crosswalk,新官　旧官：朝请郎，前行员外郎、侍御史；朝散郎，中行员外郎、起居舍人；朝奉郎，后行员外郎、左、右司谏；承议郎，左、右正言、太常、国子博士。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-169-yuanfeng-crosswalk,《宋史》卷169元丰寄禄格与换官表,https://zh.wikisource.org/zh-hans/宋史/卷169#文官,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:rank-pre-zhongxing,chs:assertion:rank-pre-yuanfeng-zhongxing-yuanwailang,chs:rank:pre-yuanfeng-zhongxing-yuanwailang,appears_in_conversion_order,,中行员外郎是当前三行切片的第二项，并列为朝散郎所换旧官。,reviewed,source_transcription,high,chs:passage:song-shi-169-yuanfeng-yuanwailang-crosswalk,新官　旧官：朝请郎，前行员外郎、侍御史；朝散郎，中行员外郎、起居舍人；朝奉郎，后行员外郎、左、右司谏；承议郎，左、右正言、太常、国子博士。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-169-yuanfeng-crosswalk,《宋史》卷169元丰寄禄格与换官表,https://zh.wikisource.org/zh-hans/宋史/卷169#文官,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:rank-pre-houxing,chs:assertion:rank-pre-yuanfeng-houxing-yuanwailang,chs:rank:pre-yuanfeng-houxing-yuanwailang,appears_in_conversion_order,,后行员外郎是当前三行切片的第三项，并列为朝奉郎所换旧官。,reviewed,source_transcription,high,chs:passage:song-shi-169-yuanfeng-yuanwailang-crosswalk,新官　旧官：朝请郎，前行员外郎、侍御史；朝散郎，中行员外郎、起居舍人；朝奉郎，后行员外郎、左、右司谏；承议郎，左、右正言、太常、国子博士。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-169-yuanfeng-crosswalk,《宋史》卷169元丰寄禄格与换官表,https://zh.wikisource.org/zh-hans/宋史/卷169#文官,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:rank-yuanfeng-chaoqing,chs:assertion:rank-yuanfeng-chaoqing-lang,chs:rank:yuanfeng-chaoqing-lang,has_local_sequence,,朝请郎位于当前寄禄阶切片首项，在朝散郎、朝奉郎、承议郎之前。,reviewed,manual_curation,high,chs:passage:song-shi-169-yuanfeng-yuanwailang-crosswalk,新官　旧官：朝请郎，前行员外郎、侍御史；朝散郎，中行员外郎、起居舍人；朝奉郎，后行员外郎、左、右司谏；承议郎，左、右正言、太常、国子博士。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-169-yuanfeng-crosswalk,《宋史》卷169元丰寄禄格与换官表,https://zh.wikisource.org/zh-hans/宋史/卷169#文官,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:rank-yuanfeng-chaosan,chs:assertion:rank-yuanfeng-chaosan-lang,chs:rank:yuanfeng-chaosan-lang,has_local_sequence,,朝散郎位于当前寄禄阶切片第二项，在朝请郎之后、朝奉郎之前。,reviewed,manual_curation,high,chs:passage:song-shi-169-yuanfeng-yuanwailang-crosswalk,新官　旧官：朝请郎，前行员外郎、侍御史；朝散郎，中行员外郎、起居舍人；朝奉郎，后行员外郎、左、右司谏；承议郎，左、右正言、太常、国子博士。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-169-yuanfeng-crosswalk,《宋史》卷169元丰寄禄格与换官表,https://zh.wikisource.org/zh-hans/宋史/卷169#文官,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:rank-yuanfeng-chaofeng,chs:assertion:rank-yuanfeng-chaofeng-lang,chs:rank:yuanfeng-chaofeng-lang,has_local_sequence,,朝奉郎位于当前寄禄阶切片第三项，在朝散郎之后、承议郎之前。,reviewed,manual_curation,high,chs:passage:song-shi-169-yuanfeng-yuanwailang-crosswalk,新官　旧官：朝请郎，前行员外郎、侍御史；朝散郎，中行员外郎、起居舍人；朝奉郎，后行员外郎、左、右司谏；承议郎，左、右正言、太常、国子博士。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-169-yuanfeng-crosswalk,《宋史》卷169元丰寄禄格与换官表,https://zh.wikisource.org/zh-hans/宋史/卷169#文官,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:rank-yuanfeng-chengyi,chs:assertion:rank-yuanfeng-chengyi-lang,chs:rank:yuanfeng-chengyi-lang,has_local_sequence,,承议郎位于当前寄禄阶切片第四项，在朝奉郎之后。,reviewed,manual_curation,high,chs:passage:song-shi-169-yuanfeng-yuanwailang-crosswalk,新官　旧官：朝请郎，前行员外郎、侍御史；朝散郎，中行员外郎、起居舍人；朝奉郎，后行员外郎、左、右司谏；承议郎，左、右正言、太常、国子博士。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-169-yuanfeng-crosswalk,《宋史》卷169元丰寄禄格与换官表,https://zh.wikisource.org/zh-hans/宋史/卷169#文官,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:rank-wensan-zhongsan,chs:assertion:rank-wensan-zhongsan-daifu,chs:rank:wensan-zhongsan-daifu,has_grade_text,,中散大夫：正五上。,reviewed,source_transcription,high,chs:passage:song-shi-169-civil-scattered-rank-slice,文散官二十九：……中散大夫〈正五上〉、朝奉大夫〈正五〉、朝散大夫〈从五上〉、朝请大夫〈从五〉、朝奉郎〈正六上〉、承直郎〈正六〉。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-169-civil-scattered-ranks,《宋史》卷169“文散官”品级表,https://zh.wikisource.org/zh-hans/宋史/卷169#文散官,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:rank-wensan-chaofeng-daifu,chs:assertion:rank-wensan-chaofeng-daifu,chs:rank:wensan-chaofeng-daifu,has_grade_text,,朝奉大夫：正五。,reviewed,source_transcription,high,chs:passage:song-shi-169-civil-scattered-rank-slice,文散官二十九：……中散大夫〈正五上〉、朝奉大夫〈正五〉、朝散大夫〈从五上〉、朝请大夫〈从五〉、朝奉郎〈正六上〉、承直郎〈正六〉。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-169-civil-scattered-ranks,《宋史》卷169“文散官”品级表,https://zh.wikisource.org/zh-hans/宋史/卷169#文散官,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:rank-wensan-chaosan-daifu,chs:assertion:rank-wensan-chaosan-daifu,chs:rank:wensan-chaosan-daifu,has_grade_text,,朝散大夫：从五上。,reviewed,source_transcription,high,chs:passage:song-shi-169-civil-scattered-rank-slice,文散官二十九：……中散大夫〈正五上〉、朝奉大夫〈正五〉、朝散大夫〈从五上〉、朝请大夫〈从五〉、朝奉郎〈正六上〉、承直郎〈正六〉。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-169-civil-scattered-ranks,《宋史》卷169“文散官”品级表,https://zh.wikisource.org/zh-hans/宋史/卷169#文散官,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:rank-wensan-chaoqing-daifu,chs:assertion:rank-wensan-chaoqing-daifu,chs:rank:wensan-chaoqing-daifu,has_grade_text,,朝请大夫：从五。,reviewed,source_transcription,high,chs:passage:song-shi-169-civil-scattered-rank-slice,文散官二十九：……中散大夫〈正五上〉、朝奉大夫〈正五〉、朝散大夫〈从五上〉、朝请大夫〈从五〉、朝奉郎〈正六上〉、承直郎〈正六〉。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-169-civil-scattered-ranks,《宋史》卷169“文散官”品级表,https://zh.wikisource.org/zh-hans/宋史/卷169#文散官,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:rank-wensan-chaofeng-lang,chs:assertion:rank-wensan-chaofeng-lang,chs:rank:wensan-chaofeng-lang,has_grade_text,,文散官表中的朝奉郎标作正六上。,reviewed,source_transcription,high,chs:passage:song-shi-169-civil-scattered-rank-slice,文散官二十九：……中散大夫〈正五上〉、朝奉大夫〈正五〉、朝散大夫〈从五上〉、朝请大夫〈从五〉、朝奉郎〈正六上〉、承直郎〈正六〉。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-169-civil-scattered-ranks,《宋史》卷169“文散官”品级表,https://zh.wikisource.org/zh-hans/宋史/卷169#文散官,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
